นิติบุคคลจัดตั้งเดือนมิถุนายน  2559,,,,,,,,,
ทั่วประเทศ,,,,,,,,,
ลำดับ,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ","รหัส
วัตถุประสงค์",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
286,0205559018803,บจ.เดอะเบส11720 จำกัด,20/6/2559," 1,000,000 ",68102,ประกอบกิจการด้านอสังหาริมทรัพย์ ซื้อขาย ให้เช่าอสังหาริมทรัพย์ทุกชนิด,88/331 หมู่ที่ 10  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
287,0205559018811,บจ.สยามเฮิร์บ คอนซัลแตนท์ จำกัด,20/6/2559," 1,000,000 ",21002,ผลิต แปรรูป ส่งออก แบ่งบรรจุ จำหน่าย สมุนไพรทุกชนิด สมุนไพรอบแห้งทุกชนิด,73/5 หมู่ที่ 7 ซอยพี มนัส  ต.ห้วยใหญ่ อ.บางละมุง จ.ชลบุรี 20150,,
288,0205559018943,บจ.แอล.เอ็ม.ดี ซัพพลายส์ จำกัด,21/6/2559," 1,000,000 ",74101,ประกอบกิจการรับจ้างออกแบบ ตกแต่ง ต่อเติม อาคารบ้านเรือน อาคารพาณิชย์ คอนโดมิเนียม,260/9 หมู่ที่ 2 ถนนสุขุมวิท  ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,
289,0205559019150,บจ.เฉียง ก้อง จำกัด,24/6/2559," 1,000,000 ",68102,ประกอบกิจการซื้อ ขาย ให้เช่า เช่าซื้อ ขายฝาก จำนอง ที่ดิน สิ่งปลูกสร้างและอสังหาริมทรัพย์อื่น,183/14 หมู่ที่ 10  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
290,0205559019184,บจ.เอ ซี พี อี เอ็ม จำกัด,24/6/2559," 1,000,000 ",68101,ประกอบกิจการซื้อขายให้เช่าเช่าซื้อขายฝากบ้านอาคารที่ดินและรับเหมาก่อสร้างอสังหาริมทรัพย์อื่นๆ,150/13 หมู่ที่ 9  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
291,0205559019214,บจ.เก้ากมล แฟมิลี่ จำกัด,24/6/2559," 1,000,000 ",68201,ประกอบกิจการให้คำปรึกษาเกี่ยวกับการซื้อ ขาย เช่า ให้เช่า อสังหาริมทรัพย์ทุกประเภท,118/85 หมู่ที่ 11  ต.ห้วยใหญ่ อ.บางละมุง จ.ชลบุรี 20150,,
292,0205559019290,บจ.รวมโชค5 37-38 จำกัด,24/6/2559," 1,000,000 ",68201,ประกอบกิจการที่ปรึกษาด้านอสังหาริมทรัพย์,217/25 หมู่ที่ 12 ซอย15 ถนนเทพประสิทธิ์  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
293,0205559019311,บจ.ดีบี อินเตอร์เนชั่นแนล เทรด จำกัด,24/6/2559," 1,000,000 ",46105,ประกอบกิจการนำเข้า-ส่งออก ซื้อ ขาย ผลิต วัสดุอุปกรณ์ เครื่องมือเครื่องใช้ในโรงงานอุตสาหกรรมทุกประเภท,554/32 หมู่ที่ 4  ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,
294,0205559019397,บจ.เอส.เจ.เค บิวดิ้ง จำกัด,27/6/2559," 1,000,000 ",41002,รับเหมาก่อสร้าง บ้าน อาคาร อาคารพาณิชย์ งานก่อสร้างอย่างอื่นทุกชนิด,16/225 หมู่ที่ 6  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
295,0205559019478,บจ.สัดเดนแปลนส์ จำกัด,27/6/2559," 1,000,000 ",68102,ประกอบกิกจารซื้อ ขาย ให้เช่าอสังหาริมทรัพย์,75/14 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
296,0205559019494,บจ.นานา ซายน์ พัทยา จำกัด,28/6/2559," 1,000,000 ",73101,ประกอบกิจการให้บริการทำป้ายโฆษณาครบวงจร ให้คำปรึกษา ออกแบบ จัดทำป้ายและบริการติดตั้งทั่วประเทศ,8/85 หมู่ที่ 9  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
297,0205559019516,บจ.กาซา ฮอลิเดย์ จำกัด,28/6/2559," 1,000,000 ",66123,ประกอบกิจการรับแลกเปลี่ยนเงินตราต่างประเทศ แลกเปลี่ยนสกุลเงินทุกชนิด,521/7 หมู่ที่ 10 ซอย8 ถนนเลียบชายหาด  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
298,0205559019532,บจ.เอสเอสบี พร็อพเพอร์ตี้ กรุ๊ป จำกัด,28/6/2559," 1,000,000 ",68201,เป็นตัวแทน นายหน้า การให้เช่า การขาย การซื้อและการดำเนินการด้านอสังหาริมทรัพย์ทุกประเภท,505/2 หมู่ที่ 5  ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,
299,0205559019575,บจ.ฟินเทค บิสซิเนส จำกัด,28/6/2559," 1,000,000 ",66191,ประกอบกิจการเป็นที่ปรึกษาด้านการลงทุนทุกประเภท,149/123 หมู่ที่ 7  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
300,0205559019613,บจ.เค.ที.บอดี้พาร์ท จำกัด,29/6/2559," 1,000,000 ",45302,ประกอบกิจการซื้อ ขาย สินค้าอุปกรณ์อะไหล่รถยนต์ ทั้งเก่า ใหม่,86 หมู่ที่ 8  ต.หนองปลาไหล อ.บางละมุง จ.ชลบุรี 20150,,
301,0205559019711,บจ.อะเมซอนบี1 819 จำกัด,29/6/2559," 1,000,000 ",68102,ให้บริการซื้อ ขาย เช่า ทางด้านอสังหาริมทรัพย์ทุกชนิด,77/691 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
302,0205559019729,บจ.เอ็ดมัน แอนด์ พาร์ทเนอร์ส จำกัด,29/6/2559," 1,000,000 ",68201,ประกอบกิจการเป็นที่ปรึกษาด้านอสังหาริมทรัพย์,217/25 หมู่ที่ 12 ซอย15 ถนนเทพประสิทธิ์  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
303,0205559019753,บจ.ภูแลนคา จำกัด,29/6/2559," 1,000,000 ",68102,ซื้อ จัดหา รับเช่า เช่าซื้อ ถือกรรมสิทธิื ครอบครอง ซึ่งทรัพย์สินใดๆ,356/99 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
304,0205559019788,บจ.มิวสิคเวิร์คส์ จำกัด,29/6/2559," 1,000,000 ",59203,ประกอบกิจการให้บริการเกี่ยวกับลิขสิทธิ์,62/11 หมู่ที่ 9  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
305,0205559019796,บจ.เอ็นเอ็นเอ เทรดดิ้ง คอนสตรัคชั่น จำกัด,30/6/2559," 1,000,000 ",49339,ประกอบกิจการรับจ้าง ขน ตัก ขุด ถ่ายเทเคลื่อนย้าย หิน ดิน ทราย ลูกรังและแร่ธาตุทุกชนิด,64/69 หมู่ที่ 4  ต.หนองปลาไหล อ.บางละมุง จ.ชลบุรี 20150,,
