นิติบุคคลจัดตั้งเดือนเมษายน  2559,,,,,,,,,
ทั่วประเทศ,,,,,,,,,
ลำดับ,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ","รหัส
วัตถุประสงค์",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
104,0135559007519,บจ.เอส.พี.เอส เอ็นจิเนีย 999 จำกัด,7/4/2559," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้างทุกชนิด,234/6 ซอยรังสิต-ปทุมธานี 8  ต.ประชาธิปัตย์ อ.ธัญบุรี จ.ปทุมธานี 12130,,
105,0135559007527,บจ.รักษาความปลอดภัย เอส เอส จี 789 จำกัด,7/4/2559," 1,000,000 ",80100,ประกอบกิจการรักษาความปลอดภัย,43 ซอยรังสิต-ปทุมธานี 19  ต.ประชาธิปัตย์ อ.ธัญบุรี จ.ปทุมธานี 12130,,
106,0135559007586,บจ.กลมกล่อมก่อสร้าง จำกัด,7/4/2559," 1,000,000 ",25111,ประกอบกิจการ รับทำป้ายโฆษณา รับประกอบและติดตั้งงานโครงเหล็ก งานแสตนเลส และงานโลหะ,51/544 หมู่ที่ 2 ถนนลำลูกกา  ต.คูคต อ.ลำลูกกา จ.ปทุมธานี 12130,,
107,0135559007608,บจ.สตรองแซม จำกัด,7/4/2559," 1,000,000 ",10504,ประกอบกิจการผลิต จำหน่าย นม และ ผลิตภัณฑ์นม,800/169 หมู่ที่ 12  ต.คูคต อ.ลำลูกกา จ.ปทุมธานี 12130,,
108,0135559007624,บจ.คิงอินเตอร์กรุ๊ฟ จำกัด,8/4/2559," 1,000,000 ",70209,บริการให้คำปรึกษา ด้านการตลาดและการดำเนินธุรกิจด้านอสังหาริมทรัพย์,111/1011 หมู่ที่ 1  ต.บึงยี่โถ อ.ธัญบุรี จ.ปทุมธานี 12130,,
109,0135559007683,บจ.ทิพพงษ์ จำกัด,11/4/2559," 1,000,000 ",73101,ประกอบกิจการให้เช่า ผลิตสื่อโฆษณา ประชาสัมพันธ์ ทุกชนิด,120 ถนนรังสิต-ปทุมธานี  ต.ประชาธิปัตย์ อ.ธัญบุรี จ.ปทุมธานี 12130,,
110,0135559007764,บจ.ด๊อกม่า (ประเทศไทย) จำกัด,11/4/2559," 1,000,000 ",73101,รับจัดงานแสดงสินค้า,22 ซอยพหลโยธิน 87 ซอย 8  ต.ประชาธิปัตย์ อ.ธัญบุรี จ.ปทุมธานี 12130,,
111,0135559007845,บจ.เดียร์ โซลูชั่น แอนด์ คอนซัลติ้ง จำกัด,12/4/2559," 1,000,000 ",70209,รับเป็นที่ปรึกษาและให้คำแนะนำเกี่ยวกับบริหารงานพาณิชยกรรม อุตสาหกรรม รวมทั้งปัญหาการผลิต การตลาด,95 หมู่ที่ 2 ถนนรังสิต-นครนายก  ต.บึงยี่โถ อ.ธัญบุรี จ.ปทุมธานี 12130,,
112,0135559007900,บจ.เอ็น.พี.โพรไวเดอร์ จำกัด,18/4/2559," 1,000,000 ",46101,ซื้อ จัดหา นำเข้า วัตถุดิบเคมีอาหารและอาหารสัตว์ ส่วนผสมต่างๆ ที่ใช้ในอุตสาหกรรมอาหารและเครื่องดื่ม,91/804 หมู่ที่ 3  ต.บึงยี่โถ อ.ธัญบุรี จ.ปทุมธานี 12130,,
113,0135559007918,บจ.แอท อิน ออล ฟอร์ ยู จำกัด,19/4/2559," 1,000,000 ",46443,จัดจำหน่ายผลิตภัณฑ์เพื่อสุขภาพและความงาม,72/159 หมู่บ้านลิฟวิ่งนารา (รังสิต) หมู่ที่ 3  ต.บึงยี่โถ อ.ธัญบุรี จ.ปทุมธานี 12130,,
114,0135559007977,บจ.วิซดอม รีซอสเซส จำกัด,19/4/2559," 1,000,000 ",46411,ประกอบกิจการค้า ผ้า ผ้าทอจากใยสังเคราะห์ ด้าย ด้ายยางยืด เส้นใยไนล่อน เส้นด้ายยืด,55/11 ซอยรังสิต-นครนายก 67  ต.ประชาธิปัตย์ อ.ธัญบุรี จ.ปทุมธานี 12130,,
115,0135559007993,บจ.ว๊อกซ์รังสิต 168 จำกัด,19/4/2559," 1,000,000 ",43299,ประกอบกิจการให้บริการติดตั้งฟิล์มกรองแสง,23/43 หมู่ที่ 6  ต.คูคต อ.ลำลูกกา จ.ปทุมธานี 12130,,
116,0135559008019,บจ.เที่ยงทำ มูฟคาร์ เซอร์วิส จำกัด,20/4/2559," 1,000,000 ",52214,ประกอบธุรกิจบริการ รถยก รถลาก รถไสลด์,4/137 หมู่ที่ 18  ต.คูคต อ.ลำลูกกา จ.ปทุมธานี 12130,,
117,0135559008027,บจ.พันทิศ เอ็นจิเนียริ่ง จำกัด,20/4/2559," 1,000,000 ",42202,ประกอบกิจการรับเหมาก่อสร้างทุกประเภท สร้างแบบ ออกแบบ งานระบบไฟฟ้า ระบบควบคุม ระบบโครงสร้าง,69/894 หมู่ที่ 3  ต.บึงยี่โถ อ.ธัญบุรี จ.ปทุมธานี 12130,,
118,0135559008060,บจ.ไฮบริด ออโต้คาร์ จำกัด,21/4/2559," 1,000,000 ",45201,ซื้อขายติดตั้งประกอบกิจการแก๊สรถยนต์ทั้งระบบ LPG และ NGV,89/4 ซอยรังสิต-นครนายก 67  ต.ประชาธิปัตย์ อ.ธัญบุรี จ.ปทุมธานี 12130,,
119,0135559008078,บจ.เอสเค โปร จำกัด,21/4/2559," 1,000,000 ",22299,ประกอบกิจการผลิต ผลิตภัณฑ์โฟมดูดซับน้ำมันกลับมาใช้ได้,234 ซอยพหลโยธิน 127  ต.ประชาธิปัตย์ อ.ธัญบุรี จ.ปทุมธานี 12130,,
120,0135559008159,บจ.ดาด้าเมด จำกัด,22/4/2559," 1,000,000 ",81210,ประกอบกิจการให้บริการรับทำความสะอาดแบบครบวงจร,124/324 หมู่บ้านปิยวรารมย์ รังสิต หมู่ที่ 1  ต.บึงยี่โถ อ.ธัญบุรี จ.ปทุมธานี 12130,,
121,0135559008167,บจ.วีฮัก (ประเทศไทย) จำกัด,22/4/2559," 1,000,000 ",43210,ประกอบกิจการรับติดตั้งระบบไฟฟ้า,98/5 หมู่ที่ 6  ต.คูคต อ.ลำลูกกา จ.ปทุมธานี 12130,,
122,0135559008299,บจ.ซีต้า ฟู้ดแอนด์เบฟเวอร์เรจ จำกัด,25/4/2559," 1,000,000 ",56101,จำหน่ายอาหารที่ปรุงสำเร็จและเครื่องดื่มทุกชนิด,90 ซอยรังสิต-ปทุมธานี 10  ต.ประชาธิปัตย์ อ.ธัญบุรี จ.ปทุมธานี 12130,,
123,0135559008591,บจ.อาร์คิเทคเจอร์ เมทัลเทค จำกัด,29/4/2559," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้างอาคาร,27 ซอยรังสิต-ปทุมธานี 14 ซอย 18  ต.ประชาธิปัตย์ อ.ธัญบุรี จ.ปทุมธานี 12130,,
