นิติบุคคลจัดตั้งเดือนพฤษภาคม  2559,,,,,,,
ทั่วประเทศ,,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ","รหัส
วัตถุประสงค์",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่
175,0135559009538,บจ.ซีเอฟเอ็นพลัส จำกัด,19/5/2559," 1,000,000 ",46109,ประกอบกิจการสั่งเข้ามาจำหน่ายในประเทศ,72/18 หมู่ที่ 2  ต.สามโคก อ.สามโคก จ.ปทุมธานี 12160
176,0135559009589,บจ.เคดีเค เซอร์วิส แอนด์ ซัพพลาย จำกัด,19/5/2559," 1,000,000 ",28299,ประกอบกิจการให้บริการรับจ้างทำตู้คอนโทรล บริการซ่อมแซมเครื่องจักร บริการซ่อมแซมอุปกรณ์ไฟฟ้า,33 หมู่ที่ 1  ต.ท้ายเกาะ อ.สามโคก จ.ปทุมธานี 12160
177,0135559009953,บจ.พลังงานอนันต์ จำกัด,25/5/2559," 1,000,000 ",35101,ประกอบกิจการผลิตและจำหน่ายไฟฟ้าจากพลังงานแสงอาทิตย์,173 หมู่ที่ 9  ต.บางเตย อ.สามโคก จ.ปทุมธานี 12160
178,0133559002477,หจ.ส.เจริญสแตนเลส,31/5/2559," 1,000,000 ",46639,ซื้อ-ขาย รับเหมาก่อสร้าง,4/4 หมู่ที่ 4  ต.บึงชำอ้อ อ.หนองเสือ จ.ปทุมธานี 12170
179,0135559010226,บจ.นาทวีคูณ จำกัด,30/5/2559," 1,000,000 ",46205,ค้าไม้ดอกไม้ประดับ ค้าหญ้าทุกชนิด ปุ๋ยยาบำรุง อุปกรณ์เครื่องมือและเครื่องใช้เกี่ยวกับการตกแต่งสวน,19 หมู่ที่ 8  ต.หนองสามวัง อ.หนองเสือ จ.ปทุมธานี 12170
180,0135559009708,บจ.ฟลายอิ้ง ออลเวย์ จำกัด,23/5/2559," 500,000 ",79909,กิจการเป็นตัวแทนจำหน่ายตั๋วโดยสารเครื่องบิน รถทัวร์ เรือโดยสาร ภายในและต่างประเทศ บริการจองที่พัก,65/22 หมู่ที่ 14  ต.คลองสอง อ.คลองหลวง จ.ปทุมธานี 12120
181,0133559002299,หจ.นายพันนายนัน,17/5/2559," 500,000 ",10771,การผลิตและจำหน่ายวัตถุดิบประกอบอาหารรวมทั้งอาหารปรุงสำเร็จ,100/402 หมู่ที่ 1  ต.คูคต อ.ลำลูกกา จ.ปทุมธานี 12130
182,0133559002191,หจ.ชินนิยม เซอร์วิส,12/5/2559," 500,000 ",45201,ประกอบกิจการอู่ซ่อมรถยนต์ ซ่อมตัวถัง ซ่อมล่วงล่าง ปะผุ เคาะ พ่นสี รถยนต์ทุกชนิด รวมถึงการซ่อม,17/4 หมู่ที่ 5  ต.ลาดสวาย อ.ลำลูกกา จ.ปทุมธานี 12150
183,0133559002094,หจ.สิริเวชภัณฑ์,3/5/2559," 300,000 ",46441,การขายส่งสินค้าทางเภสัชภัณฑ์และทางการแพทย์ สินค้าทางเภสัชภัณฑ์ทั้งชนิดเคมีภัณฑ์ ยา,199/50 หมู่ที่ 1  ต.บึงสนั่น อ.ธัญบุรี จ.ปทุมธานี 12110
184,0133559002167,หจ.พิมพ์พิศา 1536,10/5/2559," 300,000 ",70209,ประกอบกิจการรับเป็นที่ปรึกษาและรับจัดอบรม ฝึกอบรมให้ความรู้และให้คำแนะนำด้านการขาย การส่งเสริมการขาย,4/209 หมู่ที่ 3  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120
185,0133559002434,หจ.ซัน แอนด์ คิงส์ เอ็นจิเนียริ่ง เซอร์วิส,27/5/2559," 300,000 ",25922,ประกอบกิจการกลึงกัด ไส โลหะ การเจาะรู การคว้าน รวมทั้งการตัดโลหะด้วยแสงเลเซอร์,53/1398 หมู่บ้านพฤกษา 20 หมู่ที่ 2 ถนนเสมาฟ้าคราม  ต.คูคต อ.ลำลูกกา จ.ปทุมธานี 12130
186,0133559002370,หจ.เอสเอ็มที มาร์ท,25/5/2559," 280,000 ",47111,ประกอบกิจการค้าด้านสินค้าอุปโภค บริโภค แบบซุปเปอร์มาร์เก็ต หรือห้างสรรพสินค้า,1/1 หมู่ที่ 3  ต.คลองสาม อ.คลองหลวง จ.ปทุมธานี 12120
187,0135559009252,บจ.เอ็นแอนด์เอ็น คอมพิวเตอร์ ซิสเท็ม จำกัด,13/5/2559," 200,000 ",46510,ประกอบกิจการขายโปรแกรม ขายอะไหล่ คอมพิวเตอร์ ปริ้นเตอร์ อุปกรณ์ไอที ประกอบคอมพิวเตอร์,200/233 หมู่บ้านเอื้ออาทรรังสิต(คลองเก้า) หมู่ที่ 1 ถนนรังสิต-นครนายก  ต.บึงสนั่น อ.ธัญบุรี จ.ปทุมธานี 12110
188,0133559002361,หจ.ปทุมดิจิตอล เทคโนโลยี,24/5/2559," 200,000 ",63112,ให้บริการเช่าเซิฟเวอร์แม่ข่าย จำหน่ายคอมพิวเตอร์ ซอฟแวร์ รับวางระบบ เน็ตเวิร์ค,99/411 หมู่ที่ 6  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120
189,0133559002248,หจ.หนึ่งรวมพลการช่าง,13/5/2559," 200,000 ",25922,ประกอบกิจการเกี่ยวกับโลหะทุกชนิด รับจ้างทำของให้บริการซ่อมบำรุงรักษา,301 ซอยรังสิต-ปทุมธานี 2  ต.ประชาธิปัตย์ อ.ธัญบุรี จ.ปทุมธานี 12130
190,0135559009791,บจ.เอ็น ดี กฤตติกานธ์ จำกัด,24/5/2559," 200,000 ",46521,ซื้อ ขาย นำเข้าและส่งออก เป็นนายหน้า รวมถึงตรวจสอบคุณภาพและดูแลชิ้นส่วนอิเล็กทรอนิกส์,68/6 หมู่ที่ 16 ซอยพหลโยธิน 71 ถนนพหลโยธิน  ต.คูคต อ.ลำลูกกา จ.ปทุมธานี 12130
191,0133559002230,หจ.เอ็มแอนด์ดีประดับยนต์,13/5/2559," 200,000 ",45301,ขายปลีกและขายส่งอุปกรณ์ประดับยนต์ทุกชนิด,81/195 หมู่ที่ 4  ต.บึงคำพร้อย อ.ลำลูกกา จ.ปทุมธานี 12150
192,0135559009881,บจ.แสนสุข ปริ้นท์ แอนด์ ซัพพลาย จำกัด,25/5/2559," 100,000 ",46599,ขายอุปกรณ์ออฟฟิสโรงงานตามออเดอ ที่ลูกค้าสั่ง,148/83 หมู่ที่ 1  ต.บ้านกลาง อ.เมืองปทุมธานี จ.ปทุมธานี 12000
193,0135559010064,บจ.พี.เอ.เอ็น.ดับบลิว.เทรดดิ้ง จำกัด,26/5/2559," 100,000 ",46599,ขายเครื่องลำเลียงสินค้าและอะไหล่,106/35 หมู่ที่ 2  ต.บางขะแยง อ.เมืองปทุมธานี จ.ปทุมธานี 12000
194,0135559009511,บจ.สยามสิริ แอสเสท จำกัด,19/5/2559," 100,000 ",68102,ประกอบกิจการจัดสรรที่ดิน แบ่งดินเป็นแปลงย่อยเพื่อจำหน่ายที่ดินเปล่า ที่ดินพร้อมสิ่งปลูกสร้าง,186/1 หมู่ที่ 4 ถนนรังสิต-นครนายก  ต.รังสิต อ.ธัญบุรี จ.ปทุมธานี 12110
